id,gender,masterCategory,subCategory,articleType,baseColour,season,production_year,usage,productDisplayName,Size,Made In,Quantity,Image2,Image,price,rating,Material,productDisplayNameOrg,baseColourOrg
12068,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,W Women Printed White Kurtas - 11,XXL,China,39,C:\ITE\Higher Nitec\Capstone\Image data\images\12068.jpg,12068.jpg,225,1,Linen,W Women Printed White Kurtas,White
38155,Men,Apparel,Topwear,Jackets,Black,Summer,2015,Casual,Wildcraft Men Black Husky Sleeveless Jacket,M,UK,63,C:\ITE\Higher Nitec\Capstone\Image data\images\38155.jpg,38155.jpg,106,1,Cotton,Wildcraft Men Black Husky Sleeveless Jacket,Black
4428,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Wrangler Men's Broad Stripe Polo Grey Melange T-shirt,S,Singapore,31,C:\ITE\Higher Nitec\Capstone\Image data\images\4428.jpg,4428.jpg,273,4,Cotton,Wrangler Men's Broad Stripe Polo Grey Melange T-shirt,Grey
1966,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Domyos Mens Compression Black T-shirt,S,UK,61,C:\ITE\Higher Nitec\Capstone\Image data\images\1966.jpg,1966.jpg,115,3,Cotton,Domyos Mens Compression Black T-shirt,Black
14991,Men,Apparel,Topwear,Sweaters,Green,Fall,2011,Casual,ADIDAS Men Solid Green Sweaters,XXL,UK,10,C:\ITE\Higher Nitec\Capstone\Image data\images\14991.jpg,14991.jpg,111,5,Poly-Cotton,ADIDAS Men Solid Green Sweaters,Green
9337,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men Heroes Graphic Yellow Tshirts,L,China,64,C:\ITE\Higher Nitec\Capstone\Image data\images\9337.jpg,9337.jpg,209,3,Poly-Cotton,Puma Men Heroes Graphic Yellow Tshirts,Yellow
18760,Women,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Arrow Woman Aiyanna Grey Shirt,M,USA,23,C:\ITE\Higher Nitec\Capstone\Image data\images\18760.jpg,18760.jpg,162,1,Poly-Cotton,Arrow Woman Aiyanna Grey Shirt,Grey
30936,Women,Apparel,Topwear,Kurtis,Orange,Spring,2013,Ethnic,Fabindia Women Orange Kurti - 4,XXL,Vietnam,59,C:\ITE\Higher Nitec\Capstone\Image data\images\30936.jpg,30936.jpg,205,4,Poly-Cotton,Fabindia Women Orange Kurti,Orange
27981,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual,Jockey ZONE Men Zone Blue Brief US14,L,USA,15,C:\ITE\Higher Nitec\Capstone\Image data\images\27981.jpg,27981.jpg,61,1,Cotton,Jockey ZONE Men Zone Blue Brief US14,Blue
47058,Women,Apparel,Bottomwear,Salwar,Green,Summer,2012,Ethnic,Shree Women Green & Blue Jodhpuri Salwar,L,USA,15,C:\ITE\Higher Nitec\Capstone\Image data\images\47058.jpg,47058.jpg,73,1,Linen,Shree Women Green & Blue Jodhpuri Salwar,Green
29027,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,ADIDAS Men Chicago Bulls Red T-shirt,L,Singapore,55,C:\ITE\Higher Nitec\Capstone\Image data\images\29027.jpg,29027.jpg,219,1,Cotton,ADIDAS Men Chicago Bulls Red T-shirt,Red
6985,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,s.Oliver Men's Denim Dstrct White T-shirt,XL,Vietnam,8,C:\ITE\Higher Nitec\Capstone\Image data\images\6985.jpg,6985.jpg,64,1,Cotton,s.Oliver Men's Denim Dstrct White T-shirt,White
54689,Women,Apparel,Apparel Set,Kurta Sets,Green,Summer,2012,Ethnic,Shree Women Green and Blue Printed Patiala Kurta Set,XL,Singapore,74,C:\ITE\Higher Nitec\Capstone\Image data\images\54689.jpg,54689.jpg,228,1,Linen,Shree Women Green and Blue Printed Patiala Kurta Set,Green
7857,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Proline Men Black T-shirt - 2,XXL,Singapore,19,C:\ITE\Higher Nitec\Capstone\Image data\images\7857.jpg,7857.jpg,231,1,Poly-Cotton,Proline Men Black T-shirt,Black
22609,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011,Casual,Nike Women Pink Sweatshirts,S,China,44,C:\ITE\Higher Nitec\Capstone\Image data\images\22609.jpg,22609.jpg,103,2,Poly-Cotton,Nike Women Pink Sweatshirts,Pink
11619,Women,Apparel,Topwear,Kurtis,Beige,Summer,2011,Ethnic,W Women Solid Beige Kurtis,XXL,Singapore,90,C:\ITE\Higher Nitec\Capstone\Image data\images\11619.jpg,11619.jpg,95,1,Linen,W Women Solid Beige Kurtis,Beige
33549,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Wrangler Men Benefica Checks Blue Shirt,XXL,Singapore,98,C:\ITE\Higher Nitec\Capstone\Image data\images\33549.jpg,33549.jpg,40,4,Cotton,Wrangler Men Benefica Checks Blue Shirt,Blue
36209,Boys,Apparel,Topwear,Jackets,Grey,Summer,2012,Casual,Gini Jony Boys Grey Jacket,M,Singapore,27,C:\ITE\Higher Nitec\Capstone\Image data\images\36209.jpg,36209.jpg,155,2,Cotton,Gini Jony Boys Grey Jacket,Grey
44629,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Sports,Nike Men Black Running Track Pants,M,Singapore,67,C:\ITE\Higher Nitec\Capstone\Image data\images\44629.jpg,44629.jpg,297,3,Nylon,Nike Men Black Running Track Pants,Black
1992,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2010,Sports,Puma Men's Heroes T-shirt,XXL,Vietnam,82,C:\ITE\Higher Nitec\Capstone\Image data\images\1992.jpg,1992.jpg,207,1,Polyester,Puma Men's Heroes T-shirt,Yellow
39241,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017,Casual,Femella Women Blue Nightdress - 2,L,Vietnam,85,C:\ITE\Higher Nitec\Capstone\Image data\images\39241.jpg,39241.jpg,252,1,Cotton,Femella Women Blue Nightdress,Blue
27149,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,Mark Taylor Men Striped Purple Shirt,L,USA,76,C:\ITE\Higher Nitec\Capstone\Image data\images\27149.jpg,27149.jpg,279,2,Cotton,Mark Taylor Men Striped Purple Shirt,Purple
19646,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Top - 3,XXL,Singapore,98,C:\ITE\Higher Nitec\Capstone\Image data\images\19646.jpg,19646.jpg,106,5,Poly-Cotton,United Colors of Benetton Women Solid Black Top,Black
28101,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Jockey COMFPLUS Men Charcoal Grey Y Front Briefs 8004,L,UK,43,C:\ITE\Higher Nitec\Capstone\Image data\images\28101.jpg,28101.jpg,210,4,Cotton,Jockey COMFPLUS Men Charcoal Grey Y Front Briefs 8004,Charcoal
27975,Men,Apparel,Innerwear,Briefs,Black,Winter,2016,Casual,Jockey ZONE STRETCH Men Black Zone Stretch Briefs US07,XL,Singapore,54,C:\ITE\Higher Nitec\Capstone\Image data\images\27975.jpg,27975.jpg,235,1,Wool,Jockey ZONE STRETCH Men Black Zone Stretch Briefs US07,Black
5956,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Highlander Men Blue Check Shirt - 3,L,Vietnam,89,C:\ITE\Higher Nitec\Capstone\Image data\images\5956.jpg,5956.jpg,144,4,Cotton,Highlander Men Blue Check Shirt,Blue
4884,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Levis Kids Girl's Darcy Purple Teens Kidswear,M,USA,40,C:\ITE\Higher Nitec\Capstone\Image data\images\4884.jpg,4884.jpg,59,5,Cotton,Levis Kids Girl's Darcy Purple Teens Kidswear,Purple
31448,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Sports,Nike Boys Running Blue Shorts,S,Vietnam,64,C:\ITE\Higher Nitec\Capstone\Image data\images\31448.jpg,31448.jpg,50,3,Nylon,Nike Boys Running Blue Shorts,Blue
48480,Women,Apparel,Dress,Dresses,Black,Winter,2011,Party,French Connection Women Black Dress - 3,XXL,China,42,C:\ITE\Higher Nitec\Capstone\Image data\images\48480.jpg,48480.jpg,220,5,Poly-Cotton,French Connection Women Black Dress,Black
43068,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Nike Men Red Portugal Football T-shirt,XL,Singapore,44,C:\ITE\Higher Nitec\Capstone\Image data\images\43068.jpg,43068.jpg,172,2,Cotton,Nike Men Red Portugal Football T-shirt,Red
34906,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012,Ethnic,Fabindia Rust Kota Dupatta,S,USA,30,C:\ITE\Higher Nitec\Capstone\Image data\images\34906.jpg,34906.jpg,90,3,Linen,Fabindia Rust Kota Dupatta,Rust
28565,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Air Bags Blue T-shirt,L,USA,82,C:\ITE\Higher Nitec\Capstone\Image data\images\28565.jpg,28565.jpg,184,2,Cotton,Nike Men Air Bags Blue T-shirt,Blue
8447,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Jealous 21 Women Jealous Palila Purple Top Purple Tops,XL,Singapore,92,C:\ITE\Higher Nitec\Capstone\Image data\images\8447.jpg,8447.jpg,134,5,Poly-Cotton,Jealous 21 Women Jealous Palila Purple Top Purple Tops,Navy Blue
49760,Women,Apparel,Bottomwear,Leggings,Green,Summer,2012,Casual,Vishudh Green Leggings,XXL,China,77,C:\ITE\Higher Nitec\Capstone\Image data\images\49760.jpg,49760.jpg,268,4,Cotton,Vishudh Green Leggings,Green
19010,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,ADIDAS Originals Women F Sleek Trf Blue T-Shirt,S,China,66,C:\ITE\Higher Nitec\Capstone\Image data\images\19010.jpg,19010.jpg,168,5,Poly-Cotton,ADIDAS Originals Women F Sleek Trf Blue T-Shirt,Blue
9595,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Scul Black Shirts,XXL,China,15,C:\ITE\Higher Nitec\Capstone\Image data\images\9595.jpg,9595.jpg,267,2,Poly-Cotton,Scullers Men Scul Black Shirts,Black
16058,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Casual,Highlander Men Solid Khaki Trouser,L,USA,88,C:\ITE\Higher Nitec\Capstone\Image data\images\16058.jpg,16058.jpg,260,3,Poly-Cotton,Highlander Men Solid Khaki Trouser,Khaki
3893,Girls,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Disney Kids Girl's Green Minnie Top With Pink Bow Kidswear,S,UK,23,C:\ITE\Higher Nitec\Capstone\Image data\images\3893.jpg,3893.jpg,152,1,Cotton,Disney Kids Girl's Green Minnie Top With Pink Bow Kidswear,Green
29685,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,Indigo Nation Men Charcoal Trousers - 2,XL,Singapore,50,C:\ITE\Higher Nitec\Capstone\Image data\images\29685.jpg,29685.jpg,174,2,Cotton,Indigo Nation Men Charcoal Trousers,Charcoal
28757,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Aurelia Women Green Kurta - 3,XL,Vietnam,59,C:\ITE\Higher Nitec\Capstone\Image data\images\28757.jpg,28757.jpg,168,1,Linen,Aurelia Women Green Kurta,Green
44843,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White Lifestyle T-shirt,XXL,Singapore,77,C:\ITE\Higher Nitec\Capstone\Image data\images\44843.jpg,44843.jpg,53,1,Cotton,Puma Men White Lifestyle T-shirt,White
45991,Women,Apparel,Saree,Sarees,Pink,Summer,2012,Ethnic,Fabindia Pink Mangalagiri Saree,XL,Singapore,27,C:\ITE\Higher Nitec\Capstone\Image data\images\45991.jpg,45991.jpg,108,5,Linen,Fabindia Pink Mangalagiri Saree,Pink
52926,Women,Apparel,Saree,Sarees,White,Summer,2012,Ethnic,FNF Printed Seagreen Sari,M,USA,13,C:\ITE\Higher Nitec\Capstone\Image data\images\52926.jpg,52926.jpg,118,1,Linen,FNF Printed Seagreen Sari,White
5824,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,ADIDAS Men's Dude Green T-shirt,XXL,China,54,C:\ITE\Higher Nitec\Capstone\Image data\images\5824.jpg,5824.jpg,195,1,Cotton,ADIDAS Men's Dude Green T-shirt,Green
53388,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Aurelia Women Green Kurta - 4,L,Singapore,27,C:\ITE\Higher Nitec\Capstone\Image data\images\53388.jpg,53388.jpg,279,2,Linen,Aurelia Women Green Kurta,Green
5018,Men,Apparel,Bottomwear,Shorts,White,Summer,2016,Casual,Levis Kids Boy's Aldon White Kidswear,S,Singapore,91,C:\ITE\Higher Nitec\Capstone\Image data\images\5018.jpg,5018.jpg,201,5,Cotton,Levis Kids Boy's Aldon White Kidswear,White
16318,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Peter England Men Printed Red TShirt - 2,S,USA,80,C:\ITE\Higher Nitec\Capstone\Image data\images\16318.jpg,16318.jpg,297,1,Poly-Cotton,Peter England Men Printed Red TShirt,Red
34048,Boys,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Gini and Jony Boys White Shirt - 2,XXL,USA,40,C:\ITE\Higher Nitec\Capstone\Image data\images\34048.jpg,34048.jpg,160,1,Cotton,Gini and Jony Boys White Shirt,White
54991,Women,Apparel,Topwear,Tops,Peach,Fall,2012,Casual,Femella Women Peach Kaftan Top,M,China,1,C:\ITE\Higher Nitec\Capstone\Image data\images\54991.jpg,54991.jpg,124,3,Poly-Cotton,Femella Women Peach Kaftan Top,Peach
28625,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Sports,Nike Men Media Blue Polo T-shirt,L,Vietnam,34,C:\ITE\Higher Nitec\Capstone\Image data\images\28625.jpg,28625.jpg,242,4,Nylon,Nike Men Media Blue Polo T-shirt,Blue
19162,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Blue Tshirt,XL,USA,29,C:\ITE\Higher Nitec\Capstone\Image data\images\19162.jpg,19162.jpg,49,1,Cotton,United Colors of Benetton Men Solid Blue Tshirt,Blue
16916,Men,Apparel,Topwear,Sweaters,White,Fall,2011,Casual,Spykar Men Stripes White Sweaters,S,Singapore,62,C:\ITE\Higher Nitec\Capstone\Image data\images\16916.jpg,16916.jpg,161,1,Poly-Cotton,Spykar Men Stripes White Sweaters,White
43328,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,United Colors of Benetton Women Black T-shirt - 2,XL,UK,51,C:\ITE\Higher Nitec\Capstone\Image data\images\43328.jpg,43328.jpg,119,3,Cotton,United Colors of Benetton Women Black T-shirt,Black
13458,Women,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Shirts,S,Vietnam,10,C:\ITE\Higher Nitec\Capstone\Image data\images\13458.jpg,13458.jpg,185,3,Cotton,United Colors of Benetton Women Solid Black Shirts,Black
44931,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jack & Jones Men Blue Jeans - 3,XXL,China,89,C:\ITE\Higher Nitec\Capstone\Image data\images\44931.jpg,44931.jpg,85,1,Cotton,Jack & Jones Men Blue Jeans,Blue
52068,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Black Printed T-shirt - 5,XL,USA,60,C:\ITE\Higher Nitec\Capstone\Image data\images\52068.jpg,52068.jpg,144,1,Cotton,Myntra Men Black Printed T-shirt,Black
25906,Women,Apparel,Bottomwear,Leggings,Purple,Summer,2012,Casual,Femella Women Wine Skinny Leggings,XL,Singapore,11,C:\ITE\Higher Nitec\Capstone\Image data\images\25906.jpg,25906.jpg,120,3,Cotton,Femella Women Wine Skinny Leggings,Purple
13800,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Proline Mens Grey Sweatshirt,S,USA,61,C:\ITE\Higher Nitec\Capstone\Image data\images\13800.jpg,13800.jpg,218,5,Poly-Cotton,Proline Mens Grey Sweatshirt,Grey
9083,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,ADIDAS Women Ess Cuffed Pant Black Trackpant,XL,Singapore,31,C:\ITE\Higher Nitec\Capstone\Image data\images\9083.jpg,9083.jpg,221,1,Polyester,ADIDAS Women Ess Cuffed Pant Black Trackpant,Black
27209,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Doodle Kids Boy Check Red Shirt - 2,L,UK,96,C:\ITE\Higher Nitec\Capstone\Image data\images\27209.jpg,27209.jpg,122,4,Cotton,Doodle Kids Boy Check Red Shirt,Red
7925,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Proline Men Navy Polo T-shirt - 5,M,Vietnam,10,C:\ITE\Higher Nitec\Capstone\Image data\images\7925.jpg,7925.jpg,110,4,Poly-Cotton,Proline Men Navy Polo T-shirt,Navy Blue
8151,Men,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,Highlander Men Purple Checked Hadwin Slim Fit Shirt,XXL,Vietnam,41,C:\ITE\Higher Nitec\Capstone\Image data\images\8151.jpg,8151.jpg,125,3,Cotton,Highlander Men Purple Checked Hadwin Slim Fit Shirt,Purple
11559,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas - 12,L,Vietnam,40,C:\ITE\Higher Nitec\Capstone\Image data\images\11559.jpg,11559.jpg,268,2,Linen,W Women Printed White Kurtas,White
39333,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini & Jony Boys White T-shirt,L,Singapore,89,C:\ITE\Higher Nitec\Capstone\Image data\images\39333.jpg,39333.jpg,242,5,Cotton,Gini & Jony Boys White T-shirt,White
28073,Men,Apparel,Innerwear,Trunk,Black,Summer,2016,Casual,Jockey MC Men Charcoal Grey Midway Classic Trunks 1101,M,Singapore,77,C:\ITE\Higher Nitec\Capstone\Image data\images\28073.jpg,28073.jpg,107,4,Cotton,Jockey MC Men Charcoal Grey Midway Classic Trunks 1101,Charcoal
50955,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011,Casual,Lee Womens Blue Roxy Fit Jeans - 2,S,China,77,C:\ITE\Higher Nitec\Capstone\Image data\images\50955.jpg,50955.jpg,281,5,Wool,Lee Womens Blue Roxy Fit Jeans,Blue
19734,Women,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Shirt - 2,M,UK,96,C:\ITE\Higher Nitec\Capstone\Image data\images\19734.jpg,19734.jpg,120,2,Cotton,United Colors of Benetton Women Solid Black Shirt,Black
17468,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Beyouty Women Julia BR 02 Black Bra,L,Singapore,4,C:\ITE\Higher Nitec\Capstone\Image data\images\17468.jpg,17468.jpg,210,4,Cotton,Beyouty Women Julia BR 02 Black Bra,Black
9077,Women,Apparel,Bottomwear,Track Pants,Pink,Fall,2011,Sports,ADIDAS Women Pink Track Pants,S,Singapore,38,C:\ITE\Higher Nitec\Capstone\Image data\images\9077.jpg,9077.jpg,179,3,Polyester,ADIDAS Women Pink Track Pants,Pink
4768,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,ADIDAS Men's F50 ST CL White T-shirt,XXL,USA,50,C:\ITE\Higher Nitec\Capstone\Image data\images\4768.jpg,4768.jpg,143,1,Nylon,ADIDAS Men's F50 ST CL White T-shirt,White
15931,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Regent Polo Club Men Solid Green Polo Tshirt,L,Singapore,100,C:\ITE\Higher Nitec\Capstone\Image data\images\15931.jpg,15931.jpg,298,5,Poly-Cotton,Regent Polo Club Men Solid Green Polo Tshirt,Green
1814,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010,Sports,Solognac Men Chocolate Brown  T-shirt,XL,Vietnam,80,C:\ITE\Higher Nitec\Capstone\Image data\images\1814.jpg,1814.jpg,260,3,Polyester,Solognac Men Chocolate Brown  T-shirt,Brown
5488,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011,Casual,Mr.Men Men's Must Sleep Mulberry T-shirt,S,Vietnam,96,C:\ITE\Higher Nitec\Capstone\Image data\images\5488.jpg,5488.jpg,208,1,Cotton,Mr.Men Men's Must Sleep Mulberry T-shirt,Maroon
28087,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Jockey Men Gold Edition Grey Brief,M,Singapore,45,C:\ITE\Higher Nitec\Capstone\Image data\images\28087.jpg,28087.jpg,178,1,Cotton,Jockey Men Gold Edition Grey Brief,Grey
30844,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Printed Blue Kurta - 3,L,China,28,C:\ITE\Higher Nitec\Capstone\Image data\images\30844.jpg,30844.jpg,168,4,Linen,Fabindia Women Printed Blue Kurta,Blue
26921,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top - 3,M,USA,80,C:\ITE\Higher Nitec\Capstone\Image data\images\26921.jpg,26921.jpg,218,4,Cotton,Jealous 21 Women Black Top,Black
18612,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men Team SS Black Tshirts,XL,Singapore,9,C:\ITE\Higher Nitec\Capstone\Image data\images\18612.jpg,18612.jpg,110,1,Polyester,Puma Men Team SS Black Tshirts,Black
9245,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt - 13,XXL,UK,91,C:\ITE\Higher Nitec\Capstone\Image data\images\9245.jpg,9245.jpg,170,1,Linen,Mark Taylor Men Blue Striped Shirt,Blue
8397,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011,Sports,ADIDAS Men Adna 3s Shrt Kn Grey Shorts,M,China,58,C:\ITE\Higher Nitec\Capstone\Image data\images\8397.jpg,8397.jpg,52,2,Polyester,ADIDAS Men Adna 3s Shrt Kn Grey Shorts,Grey
12328,Men,Apparel,Topwear,Shirts,Blue,Winter,2011,Formal,Genesis Blue Formal Shirt,S,Vietnam,78,C:\ITE\Higher Nitec\Capstone\Image data\images\12328.jpg,12328.jpg,82,3,Poly-Cotton,Genesis Blue Formal Shirt,Blue
4902,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Levis Kids Girl's Denise Pink Teens Kidswear,XXL,Singapore,61,C:\ITE\Higher Nitec\Capstone\Image data\images\4902.jpg,4902.jpg,84,3,Cotton,Levis Kids Girl's Denise Pink Teens Kidswear,Pink
58794,Men,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual,Highlander Men White Striped Shirt - 2,L,UK,91,C:\ITE\Higher Nitec\Capstone\Image data\images\58794.jpg,58794.jpg,219,4,Poly-Cotton,Highlander Men White Striped Shirt,White
10827,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Wrangler Men White Celebrate Indigo T-shirt,S,Singapore,92,C:\ITE\Higher Nitec\Capstone\Image data\images\10827.jpg,10827.jpg,239,3,Poly-Cotton,Wrangler Men White Celebrate Indigo T-shirt,White
59646,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green Printed Evening Wear Sari - 2,XL,Singapore,50,C:\ITE\Higher Nitec\Capstone\Image data\images\59646.jpg,59646.jpg,147,1,Linen,FNF Green Printed Evening Wear Sari,Green
54965,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Do u speak green Men Off White T-Shirt,L,USA,83,C:\ITE\Higher Nitec\Capstone\Image data\images\54965.jpg,54965.jpg,268,4,Cotton,Do u speak green Men Off White T-Shirt,Off White
18276,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Aneri Women Tanvi White Kurta,L,Vietnam,80,C:\ITE\Higher Nitec\Capstone\Image data\images\18276.jpg,18276.jpg,289,1,Linen,Aneri Women Tanvi White Kurta,White
48506,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,French Connection Women White Top - 3,L,China,19,C:\ITE\Higher Nitec\Capstone\Image data\images\48506.jpg,48506.jpg,240,2,Cotton,French Connection Women White Top,White
9621,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Checks Blue Shirts - 2,XL,China,93,C:\ITE\Higher Nitec\Capstone\Image data\images\9621.jpg,9621.jpg,141,4,Poly-Cotton,Indigo Nation Men Checks Blue Shirts,Blue
51619,Women,Apparel,Bottomwear,Jeggings,White,Fall,2012,Casual,Kraus Jeans Women White Jeggings,M,China,17,C:\ITE\Higher Nitec\Capstone\Image data\images\51619.jpg,51619.jpg,289,4,Poly-Cotton,Kraus Jeans Women White Jeggings,White
3915,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Urban Yoga Men's Suryanamaskar Red T-shirt,S,China,67,C:\ITE\Higher Nitec\Capstone\Image data\images\3915.jpg,3915.jpg,53,2,Cotton,Urban Yoga Men's Suryanamaskar Red T-shirt,Red
23239,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011,Ethnic,Aneri Women Diksha Magenta Kurta,L,China,14,C:\ITE\Higher Nitec\Capstone\Image data\images\23239.jpg,23239.jpg,263,1,Linen,Aneri Women Diksha Magenta Kurta,Magenta
18878,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Arrow Woman Fendy Purple Shirt,L,USA,79,C:\ITE\Higher Nitec\Capstone\Image data\images\18878.jpg,18878.jpg,122,3,Poly-Cotton,Arrow Woman Fendy Purple Shirt,Purple
3129,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Inkfruit Men's Ahimsa Grey T-shirt,S,USA,62,C:\ITE\Higher Nitec\Capstone\Image data\images\3129.jpg,3129.jpg,41,1,Cotton,Inkfruit Men's Ahimsa Grey T-shirt,Grey
14689,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Casual,Basics Men Mid Brown Trousers,XXL,China,94,C:\ITE\Higher Nitec\Capstone\Image data\images\14689.jpg,14689.jpg,282,3,Poly-Cotton,Basics Men Mid Brown Trousers,Brown
34413,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Hawaii Black T-shirt,S,USA,12,C:\ITE\Higher Nitec\Capstone\Image data\images\34413.jpg,34413.jpg,35,5,Cotton,Myntra Men Hawaii Black T-shirt,Black
22576,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Highlander Men Purple Check Shirt,XL,UK,79,C:\ITE\Higher Nitec\Capstone\Image data\images\22576.jpg,22576.jpg,280,3,Poly-Cotton,Highlander Men Purple Check Shirt,Purple
7314,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,UCB Women's Racer Back Green Top,S,UK,82,C:\ITE\Higher Nitec\Capstone\Image data\images\7314.jpg,7314.jpg,61,3,Cotton,UCB Women's Racer Back Green Top,Green
13231,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Washed Blue Shorts - 3,XL,USA,64,C:\ITE\Higher Nitec\Capstone\Image data\images\13231.jpg,13231.jpg,61,5,Poly-Cotton,Palm Tree Kids Boys Washed Blue Shorts,Blue
27004,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012,Casual,Jealous 21 Women Washed Light Blue Jeggings,M,Singapore,20,C:\ITE\Higher Nitec\Capstone\Image data\images\27004.jpg,27004.jpg,285,2,Cotton,Jealous 21 Women Washed Light Blue Jeggings,Blue
31161,Boys,Apparel,Topwear,Blazers,Blue,Summer,2012,Casual,Gini and Jony Boys Printed Blue Blazer,S,USA,64,C:\ITE\Higher Nitec\Capstone\Image data\images\31161.jpg,31161.jpg,237,3,Cotton,Gini and Jony Boys Printed Navy Blue Blazer,Navy Blue
